==============================================
 Job     : ch_filtered_tdma  (ID=28112)
 Input   : /shared/home/wel1come1234/workspace/Filtered_TDMA/channel/PARA_INPUT.dat
 MPI     : np1=4  np2=4  np3=2  -> NP=32
 Binary  : /shared/home/wel1come1234/workspace/Filtered_TDMA/build/bin/channel.out
==============================================
[2026-04-25 10:08:47] Starting  mpirun -np 32
====== Channel Config ======
  meshes:    n1m=256 n2m=256 n3m=256 (n1=257 n2=257 n3=257)
  MPI_procs: np1=4 np2=4 np3=2 (total=32)
  periodic:  pbc1=1 pbc2=1 pbc3=0 (z is wall-normal)
  uniform:   1 1 0   stretch gamma: 0 0 1.3
  domain:    Lx=12.5664 Ly=6.28319 Lz=2 (H=2, Aspect1=6.28319 Aspect2=3.14159)
  flow:      Re_b=2857 MaxCFL=1
  time:      dtStart=0.05 tStart=0 Timestepmax=30000
  forcing:   MASS_FLOW  Ub_target=1  dPdx_target=0  pert_amp=0
  restart:   in=0 out=1  './restart_in/' './restart_out/'
  output:    nmonitor=1  nstat_start=20000  nstat=1
             nout_stats=10000  nout=30000  out_stats=1  out_field=1
             stat_dir='./statistics/' instant_dir='./instant/'
  tdma:      backend=pascal
============================
====== MpiTopology ======
  dims=(4,4,2)  total=32
  periodic=(1,1,0)
=========================

    Timestep         Time           dt      maxDivU          WSS        u_tau          U_b      rho_max      rho_min
          14  4.58168e-01  3.27263e-02  4.49358e-15  1.04982e-03  3.24009e-02  1.00000e+00  2.68713e-01  3.80963e-02
          15  4.90894e-01  3.27263e-02  4.47020e-15  1.04983e-03  3.24010e-02  1.00000e+00  2.68713e-01  3.80963e-02
          16  5.23621e-01  3.27263e-02  4.36943e-15  1.04983e-03  3.24011e-02  1.00000e+00  2.68713e-01  3.80963e-02
          17  5.56347e-01  3.27263e-02  4.45524e-15  1.04984e-03  3.24012e-02  1.00000e+00  2.68713e-01  3.80963e-02
          18  5.89073e-01  3.27263e-02  4.50633e-15  1.04984e-03  3.24013e-02  1.00000e+00  2.68713e-01  3.80963e-02
          19  6.21799e-01  3.27263e-02  4.46352e-15  1.04985e-03  3.24013e-02  1.00000e+00  2.68713e-01  3.80963e-02
          20  6.54526e-01  3.27263e-02  4.50329e-15  1.04985e-03  3.24014e-02  1.00000e+00  2.68713e-01  3.80963e-02

    Timestep         Time           dt      maxDivU          WSS        u_tau          U_b      rho_max      rho_min
          21  6.87252e-01  3.27263e-02  4.45718e-15  1.04986e-03  3.24015e-02  1.00000e+00  2.68713e-01  3.80963e-02
          22  7.19978e-01  3.27263e-02  4.51363e-15  1.04986e-03  3.24015e-02  1.00000e+00  2.68713e-01  3.80963e-02
          23  7.52705e-01  3.27263e-02  4.50297e-15  1.04986e-03  3.24016e-02  1.00000e+00  2.68713e-01  3.80963e-02
          24  7.85431e-01  3.27263e-02  4.41587e-15  1.04987e-03  3.24016e-02  1.00000e+00  2.68713e-01  3.80963e-02
          25  8.18157e-01  3.27263e-02  4.49084e-15  1.04987e-03  3.24017e-02  1.00000e+00  2.68713e-01  3.80963e-02
          26  8.50883e-01  3.27263e-02  4.45558e-15  1.04987e-03  3.24017e-02  1.00000e+00  2.68713e-01  3.80963e-02
          27  8.83610e-01  3.27263e-02  4.51150e-15  1.04988e-03  3.24018e-02  1.00000e+00  2.68713e-01  3.80963e-02
          28  9.16336e-01  3.27263e-02  4.51796e-15  1.04988e-03  3.24018e-02  1.00000e+00  2.68713e-01  3.80963e-02
          29  9.49062e-01  3.27263e-02  4.46914e-15  1.04988e-03  3.24019e-02  1.00000e+00  2.68713e-01  3.80963e-02
          30  9.81789e-01  3.27263e-02  4.51030e-15  1.04988e-03  3.24019e-02  1.00000e+00  2.68713e-01  3.80963e-02

    Timestep         Time           dt      maxDivU          WSS        u_tau          U_b      rho_max      rho_min
          31  1.01451e+00  3.27263e-02  4.50251e-15  1.04989e-03  3.24019e-02  1.00000e+00  2.68713e-01  3.80963e-02
          32  1.04724e+00  3.27263e-02  4.51728e-15  1.04989e-03  3.24020e-02  1.00000e+00  2.68713e-01  3.80963e-02
          33  1.07997e+00  3.27263e-02  4.50954e-15  1.04989e-03  3.24020e-02  1.00000e+00  2.68713e-01  3.80963e-02
          34  1.11269e+00  3.27263e-02  4.49696e-15  1.04989e-03  3.24020e-02  1.00000e+00  2.68713e-01  3.80963e-02
          35  1.14542e+00  3.27263e-02  4.44612e-15  1.04989e-03  3.24021e-02  1.00000e+00  2.68713e-01  3.80963e-02
          36  1.17815e+00  3.27263e-02  4.49843e-15  1.04990e-03  3.24021e-02  1.00000e+00  2.68713e-01  3.80963e-02
          37  1.21087e+00  3.27263e-02  4.51083e-15  1.04990e-03  3.24021e-02  1.00000e+00  2.68713e-01  3.80963e-02
          38  1.24360e+00  3.27263e-02  4.51768e-15  1.04990e-03  3.24021e-02  1.00000e+00  2.68713e-01  3.80963e-02
          39  1.27633e+00  3.27263e-02  4.48286e-15  1.04990e-03  3.24022e-02  1.00000e+00  2.68713e-01  3.80963e-02
          40  1.30905e+00  3.27263e-02  4.44490e-15  1.04990e-03  3.24022e-02  1.00000e+00  2.68713e-01  3.80963e-02

    Timestep         Time           dt      maxDivU          WSS        u_tau          U_b      rho_max      rho_min
          41  1.34178e+00  3.27263e-02  4.45148e-15  1.04990e-03  3.24022e-02  1.00000e+00  2.68713e-01  3.80963e-02
          42  1.37450e+00  3.27263e-02  4.50900e-15  1.04991e-03  3.24022e-02  1.00000e+00  2.68713e-01  3.80963e-02
          43  1.40723e+00  3.27263e-02  4.50752e-15  1.04991e-03  3.24023e-02  1.00000e+00  2.68713e-01  3.80963e-02
          44  1.43996e+00  3.27263e-02  4.51547e-15  1.04991e-03  3.24023e-02  1.00000e+00  2.68713e-01  3.80963e-02
          45  1.47268e+00  3.27263e-02  4.51675e-15  1.04991e-03  3.24023e-02  1.00000e+00  2.68713e-01  3.80963e-02
          46  1.50541e+00  3.27263e-02  4.51387e-15  1.04991e-03  3.24023e-02  1.00000e+00  2.68713e-01  3.80963e-02
          47  1.53814e+00  3.27263e-02  4.45456e-15  1.04991e-03  3.24023e-02  1.00000e+00  2.68713e-01  3.80963e-02
          48  1.57086e+00  3.27263e-02  4.51402e-15  1.04991e-03  3.24024e-02  1.00000e+00  2.68713e-01  3.80963e-02
          49  1.60359e+00  3.27263e-02  4.50494e-15  1.04991e-03  3.24024e-02  1.00000e+00  2.68713e-01  3.80963e-02
          50  1.63631e+00  3.27263e-02  4.48342e-15  1.04992e-03  3.24024e-02  1.00000e+00  2.68713e-01  3.80963e-02

    Timestep         Time           dt      maxDivU          WSS        u_tau          U_b      rho_max      rho_min
          51  1.66904e+00  3.27263e-02  4.48619e-15  1.04992e-03  3.24024e-02  1.00000e+00  2.68713e-01  3.80963e-02
          52  1.70177e+00  3.27263e-02  4.49716e-15  1.04992e-03  3.24024e-02  1.00000e+00  2.68713e-01  3.80963e-02
          53  1.73449e+00  3.27263e-02  4.41676e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          54  1.76722e+00  3.27263e-02  4.49756e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          55  1.79995e+00  3.27263e-02  4.39396e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          56  1.83267e+00  3.27263e-02  4.47173e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          57  1.86540e+00  3.27263e-02  4.46371e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          58  1.89813e+00  3.27263e-02  4.50588e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          59  1.93085e+00  3.27263e-02  4.39749e-15  1.04992e-03  3.24025e-02  1.00000e+00  2.68713e-01  3.80963e-02
          60  1.96358e+00  3.27263e-02  4.51610e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02

    Timestep         Time           dt      maxDivU          WSS        u_tau          U_b      rho_max      rho_min
          61  1.99630e+00  3.27263e-02  4.43375e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
          62  2.02903e+00  3.27263e-02  4.48281e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
          63  2.06176e+00  3.27263e-02  4.49513e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
          64  2.09448e+00  3.27263e-02  4.48103e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
          65  2.12721e+00  3.27263e-02  4.51236e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
          66  2.15994e+00  3.27263e-02  4.47787e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
          67  2.19266e+00  3.27263e-02  4.51258e-15  1.04993e-03  3.24026e-02  1.00000e+00  2.68713e-01  3.80963e-02
