study,case,np,backend,rho,grid,cells,wall_per_step_s,rhs,solve_x,solve_y,solve_z,comm
refine,256x256x512,2,pascal,025,257x257x513,33883137,0.0028313767368421056,0.00024792694736842105,0.0007254403157894737,0.0006809234210526316,0.0011252988947368422,5.0275473684210524e-05
refine,256x256x512,2,pascal,040,257x257x513,33883137,0.0028303452631578945,0.000247405,0.0007260964736842105,0.0006810007894736842,0.0011241075263157894,5.020599999999999e-05
refine,64x64x128,2,filtered_v2,025,65x65x129,545025,0.00028098268421052633,1.2274263157894737e-05,5.149463157894736e-05,4.887847368421053e-05,0.0001306281052631579,3.6244368421052625e-05
refine,64x64x128,2,filtered_v2,040,65x65x129,545025,0.00029060878947368427,1.2353315789473684e-05,5.1814052631578954e-05,4.8026210526315785e-05,0.0001406483157894737,3.629294736842105e-05
refine,64x64x128,2,pascal,025,65x65x129,545025,0.0003413661052631579,1.2609842105263157e-05,4.981621052631578e-05,4.5768157894736836e-05,0.00019395063157894737,3.772221052631579e-05
refine,64x64x128,2,pascal,040,65x65x129,545025,0.0003371504210526316,1.2374947368421052e-05,4.953915789473684e-05,4.541884210526316e-05,0.00019062242105263158,3.767484210526316e-05
refine,64x64x256,2,filtered_v2,025,65x65x257,1085825,0.0003500505789473684,1.6023999999999998e-05,5.643963157894737e-05,5.426021052631579e-05,0.00018478410526315788,3.706668421052631e-05
refine,64x64x256,2,filtered_v2,040,65x65x257,1085825,0.00035863005263157897,1.5966157894736842e-05,5.632200000000001e-05,5.144657894736843e-05,0.0001969092105263158,3.6516421052631584e-05
refine,64x64x256,2,pascal,025,65x65x257,1085825,0.00042035684210526316,1.6103105263157892e-05,5.3785631578947365e-05,5.124315789473685e-05,0.00025976836842105263,3.794584210526316e-05
refine,64x64x256,2,pascal,040,65x65x257,1085825,0.0004067692105263158,1.597557894736842e-05,4.9518631578947374e-05,4.720836842105263e-05,0.0002551873157894737,3.738452631578948e-05
refine,64x64x64,2,filtered_v2,025,65x65x65,274625,0.0002306013684210526,1.0181157894736844e-05,4.370868421052631e-05,4.1111263157894733e-05,9.831173684210526e-05,3.581415789473684e-05
refine,64x64x64,2,filtered_v2,040,65x65x65,274625,0.00024152815789473683,1.0239052631578947e-05,4.412836842105263e-05,4.145531578947368e-05,0.00010807799999999999,3.61488947368421e-05
refine,64x64x64,2,pascal,025,65x65x65,274625,0.0002853123157894737,1.0283315789473685e-05,4.209521052631579e-05,3.869063157894737e-05,0.00015535368421052632,3.739673684210527e-05
refine,64x64x64,2,pascal,040,65x65x65,274625,0.00028573168421052624,1.0292e-05,4.214899999999999e-05,3.896894736842105e-05,0.0001551097894736842,3.770773684210525e-05
strong,128x128x1024,2,filtered_v2,025,129x129x1025,17057025,0.0018465734210526316,0.00012921073684210523,0.00037549726315789475,0.0003460832105263158,0.0009485793684210526,4.572431578947368e-05
strong,128x128x1024,2,filtered_v2,040,129x129x1025,17057025,0.0018782166842105262,0.0001291955789473684,0.00037595426315789474,0.0003464210526315789,0.000978977947368421,4.618873684210526e-05
strong,128x128x1024,2,pascal,025,129x129x1025,17057025,0.002142440368421053,0.00012914126315789474,0.0003722112631578948,0.0003421552105263158,0.001250718052631579,4.669794736842105e-05
strong,128x128x1024,2,pascal,040,129x129x1025,17057025,0.002141360105263158,0.00012875094736842106,0.00037218536842105265,0.00034220400000000003,0.001249416,4.729152631578947e-05
strong,128x128x1024,4,filtered_v2,025,129x129x1025,17057025,0.0011536479473684207,6.849973684210526e-05,0.00024824636842105265,0.00023422999999999999,0.0005418691578947368,5.9056736842105254e-05
strong,128x128x1024,4,filtered_v2,040,129x129x1025,17057025,0.0011815459999999997,6.873536842105263e-05,0.00024816710526315793,0.00023428331578947368,0.0005694530526315788,5.924778947368421e-05
strong,128x128x1024,4,pascal,025,129x129x1025,17057025,0.0013563712631578947,6.894147368421052e-05,0.0002448111578947369,0.00022999157894736845,0.0007503431052631579,6.0569263157894736e-05
strong,128x128x1024,4,pascal,040,129x129x1025,17057025,0.001406514947368421,6.867773684210527e-05,0.0002446524736842105,0.00023000305263157897,0.0007996853684210525,6.183484210526316e-05
strong,128x128x1024,8,filtered_v2,025,129x129x1025,17057025,0.0007564442105263159,3.928678947368421e-05,0.0001690588947368421,0.00016439463157894734,0.0003235514210526316,5.8562210526315794e-05
strong,128x128x1024,8,filtered_v2,040,129x129x1025,17057025,0.0007848332631578948,3.9161999999999995e-05,0.0001680474736842105,0.0001715828947368421,0.0003452861578947369,5.907015789473684e-05
strong,128x128x1024,8,pascal,025,129x129x1025,17057025,0.0009535333157894737,3.9050263157894734e-05,0.0001658098947368421,0.00016018515789473683,0.0005258344736842105,6.098468421052633e-05
strong,128x128x1024,8,pascal,040,129x129x1025,17057025,0.0010040446315789475,3.9013368421052625e-05,0.00016520836842105264,0.0001604807894736842,0.0005770935263157895,6.057489473684211e-05
strong,256x256x2048,2,filtered_v2,025,257x257x2049,135334401,0.009017718157894736,0.0009485851578947369,0.002595443052631579,0.002406474210526316,0.0029954274736842105,7.033126315789474e-05
strong,256x256x2048,2,filtered_v2,040,257x257x2049,135334401,0.009068267894736842,0.0009485969473684209,0.002590022684210526,0.0024064981578947368,0.003051281315789474,7.039710526315787e-05
strong,256x256x2048,2,pascal,025,257x257x2049,135334401,0.010064737,0.000947317947368421,0.0025926302631578946,0.0024017423684210525,0.0040498498421052635,7.169068421052632e-05
strong,256x256x2048,2,pascal,040,257x257x2049,135334401,0.010066979263157895,0.0009486462631578946,0.0025915561052631576,0.0024028292631578948,0.004050701368421053,7.174347368421053e-05
